accession	encodeDAccession	notes
wgEncodeEM002520	ENCSR000BYX	
wgEncodeEM002521	ENCSR000BYY	
wgEncodeEM002522	ENCSR000BYZ	
wgEncodeEM002523	ENCSR000BZA	
wgEncodeEM002524	ENCSR000BZB	
wgEncodeEM002525	ENCSR000BZC	
wgEncodeEM002526	ENCSR000BZD	
wgEncodeEM002527	ENCSR000BZE	
wgEncodeEM002528	ENCSR000BZF	
wgEncodeEM002570	ENCSR000CDT	
wgEncodeEM002571	ENCSR000CDU	
wgEncodeEM002572	ENCSR000CDV	
wgEncodeEM002573	ENCSR000CDW	
wgEncodeEM002585	ENCSR000CDX	
wgEncodeEM002586	ENCSR000CDY	
wgEncodeEM002587	ENCSR000CDZ	
wgEncodeEM002588	ENCSR000CEA	
wgEncodeEM002589	ENCSR000CEB	
wgEncodeEM002590	ENCSR000CEC	
wgEncodeEM002591	ENCSR000CED	
wgEncodeEM002592	ENCSR000CEE	
wgEncodeEM002593	ENCSR000CEF	
wgEncodeEM002594	ENCSR000CEG	
wgEncodeEM002595	ENCSR000CEH	
wgEncodeEM002596	ENCSR000CEI	
wgEncodeEM002634	ENCSR000CHM	
wgEncodeEM002635	ENCSR000CHN	
wgEncodeEM002636	ENCSR000CHO	
wgEncodeEM002637	ENCSR000CEJ	
wgEncodeEM002638	ENCSR000CEK	
wgEncodeEM002639	ENCSR000CEL	
wgEncodeEM002640	ENCSR000CEM	
wgEncodeEM002641	ENCSR000CEN	
wgEncodeEM002642	ENCSR000CEO	
wgEncodeEM002643	ENCSR000CEP	
wgEncodeEM002644	ENCSR000CEQ	
wgEncodeEM002645	ENCSR000CER	
wgEncodeEM002646	ENCSR000CES	
wgEncodeEM002647	ENCSR000CET	
wgEncodeEM002648	ENCSR000CEU	
wgEncodeEM002649	ENCSR000CEV	
wgEncodeEM002650	ENCSR000CEW	
wgEncodeEM002651	ENCSR000CEX	
wgEncodeEM002652	ENCSR000CEY	
wgEncodeEM002653	ENCSR000CEZ	
wgEncodeEM002654	ENCSR000CFA	
wgEncodeEM002655	ENCSR000CFB	
wgEncodeEM002656	ENCSR000CFC	
wgEncodeEM002657	ENCSR000CFD	
wgEncodeEM002658	ENCSR000CFE	
wgEncodeEM002659	ENCSR000CFF	
wgEncodeEM002660	ENCSR000CFG	
wgEncodeEM002661	ENCSR000CFH	
wgEncodeEM002662	ENCSR000CFI	
wgEncodeEM002663	ENCSR000CFJ	
wgEncodeEM002664	ENCSR000CFK	
wgEncodeEM002707	ENCSR000CFL	
wgEncodeEM002708	ENCSR000CFM	
wgEncodeEM002709	ENCSR000CFN	
wgEncodeEM002710	ENCSR000CFO	
wgEncodeEM002711	ENCSR000CFP	
wgEncodeEM002712	ENCSR000CFQ	
wgEncodeEM002713	ENCSR000CFR	
wgEncodeEM002714	ENCSR000CFS	
wgEncodeEM002715	ENCSR000CFT	
wgEncodeEM002716	ENCSR000CFU	
wgEncodeEM002717	ENCSR000CFV	
wgEncodeEM002718	ENCSR000CFW	
wgEncodeEM002719	ENCSR000CFX	
wgEncodeEM002720	ENCSR000CFY	
wgEncodeEM002721	ENCSR000CFZ	
wgEncodeEM002722	ENCSR000CGA	
wgEncodeEM002723	ENCSR000CGB	
wgEncodeEM002724	ENCSR000CGC	
wgEncodeEM002725	ENCSR000CGD	
wgEncodeEM002726	ENCSR000CGE	
wgEncodeEM002732	ENCSR000AHY	
wgEncodeEM002733	ENCSR000AIA	
wgEncodeEM002734	ENCSR000AHX	
wgEncodeEM002735	ENCSR000AHZ	
wgEncodeEM002776	ENCSR000ETI	
wgEncodeEM002777	ENCSR000ETH	
wgEncodeEM002778	ENCSR000ERA	
wgEncodeEM002779	ENCSR000ETG	
wgEncodeEM002780	ENCSR000ETF	
wgEncodeEM002781	ENCSR000ETE	
wgEncodeEM002782	ENCSR000ETD	
wgEncodeEM002783	ENCSR000EQZ	
wgEncodeEM002784	ENCSR000EQY	
wgEncodeEM002785	ENCSR000ETC	
wgEncodeEM002786	ENCSR000EQX	
wgEncodeEM002787	ENCSR000EQW	
wgEncodeEM002788	ENCSR000ADJ	
wgEncodeEM002789	ENCSR000ETB	
wgEncodeEM002790	ENCSR000ETA	
wgEncodeEM002791	ENCSR000ADU	
wgEncodeEM002792	ENCSR000ESY	
wgEncodeEM002793	ENCSR000ESX	
wgEncodeEM002794	ENCSR000ESB	
wgEncodeEM002899	ENCSR000CWC	
wgEncodeEM002900	ENCSR000CMJ	
wgEncodeEM002901	ENCSR000CMK	
wgEncodeEM002902	ENCSR000CMM	
wgEncodeEM002903	ENCSR000CMN	
wgEncodeEM002904	ENCSR000CNE	
wgEncodeEM002905	ENCSR000CNG	
wgEncodeEM002906	ENCSR000CNL	
wgEncodeEM002907	ENCSR000CNM	
wgEncodeEM002908	ENCSR000CNN	
wgEncodeEM002909	ENCSR000COF	
wgEncodeEM002910	ENCSR000CNZ	
wgEncodeEM002911	ENCSR000COC	
wgEncodeEM002912	ENCSR000COB	
wgEncodeEM002913	ENCSR000COE	
wgEncodeEM002914	ENCSR000CML	
wgEncodeEM002915	ENCSR000CMV	
wgEncodeEM002916	ENCSR000CNS	
wgEncodeEM002917	ENCSR000CNV	
wgEncodeEM002918	ENCSR000COA	
wgEncodeEM002919	ENCSR000COD	
wgEncodeEM002920	ENCSR000COH	
wgEncodeEM002921	ENCSR000COI	
wgEncodeEM002937	ENCSR627YZK	
wgEncodeEM002938	ENCSR084NRL	
wgEncodeEM002939	ENCSR147ZGH	
wgEncodeEM002940	ENCSR350BIA	
wgEncodeEM002941	ENCSR246VCS	
wgEncodeEM002947	ENCSR000CLU	
wgEncodeEM002948	ENCSR000CLV	
wgEncodeEM002949	ENCSR000CLW	
wgEncodeEM002950	ENCSR000CLX	
wgEncodeEM002951	ENCSR000CLY	
wgEncodeEM002952	ENCSR000CLZ	
wgEncodeEM002953	ENCSR000CMA	
wgEncodeEM002954	ENCSR000CMB	
wgEncodeEM002955	ENCSR000CMC	
wgEncodeEM002956	ENCSR000CMD	
wgEncodeEM002957	ENCSR000CME	
wgEncodeEM002958	ENCSR000CMF	
wgEncodeEM002959	ENCSR000CMG	
wgEncodeEM002960	ENCSR000CMH	
wgEncodeEM002961	ENCSR000CMI	
wgEncodeEM002962	ENCSR000AXI	
wgEncodeEM002963	ENCSR000AXJ	
wgEncodeEM002964	ENCSR000AXK	
wgEncodeEM002965	ENCSR000AXL	
wgEncodeEM002966	ENCSR000AXM	
wgEncodeEM002967	ENCSR000AXN	
wgEncodeEM002968	ENCSR000AXO	
wgEncodeEM002969	ENCSR000AXP	
wgEncodeEM002970	ENCSR000AXQ	
wgEncodeEM002971	ENCSR000AXR	
wgEncodeEM002972	ENCSR000AXS	
wgEncodeEM002973	ENCSR000AXT	
wgEncodeEM002974	ENCSR000AXU	
wgEncodeEM002975	ENCSR000AXV	
wgEncodeEM002976	ENCSR000AXW	
wgEncodeEM002977	ENCSR000AXX	
wgEncodeEM002978	ENCSR000AXY	
wgEncodeEM002979	ENCSR000AXZ	
wgEncodeEM003046	ENCSR000CHP	
wgEncodeEM003047	ENCSR000CHQ	
wgEncodeEM003052	ENCSR000BZG	
wgEncodeEM003053	ENCSR000BZH	
wgEncodeEM003054	ENCSR000BZI	
wgEncodeEM003055	ENCSR000BZJ	
wgEncodeEM003056	ENCSR000BZK	
wgEncodeEM003057	ENCSR000BZL	
wgEncodeEM003058	ENCSR000BZM	
wgEncodeEM003059	ENCSR000BZN	
wgEncodeEM003060	ENCSR000BZO	
wgEncodeEM003061	ENCSR000BZP	
wgEncodeEM003062	ENCSR000BZQ	
wgEncodeEM003063	ENCSR000BZR	
wgEncodeEM003064	ENCSR000BZS	
wgEncodeEM003163	ENCSR000CGF	
wgEncodeEM003164	ENCSR000CGG	
wgEncodeEM003165	ENCSR000CGH	
wgEncodeEM003166	ENCSR000CGI	
wgEncodeEM003167	ENCSR000CGJ	
wgEncodeEM003168	ENCSR000CGK	
wgEncodeEM003169	ENCSR000CGL	
wgEncodeEM003170	ENCSR000CGM	
wgEncodeEM003171	ENCSR000CGN	
wgEncodeEM003172	ENCSR000CGO	
wgEncodeEM003173	ENCSR000CGP	
wgEncodeEM003174	ENCSR000CGQ	
wgEncodeEM003175	ENCSR000CGR	
wgEncodeEM003176	ENCSR000CGS	
wgEncodeEM003177	ENCSR000CHR	
wgEncodeEM003178	ENCSR000CIG	
wgEncodeEM003179	ENCSR000CIH	
wgEncodeEM003180	ENCSR000CHS	
wgEncodeEM003181	ENCSR000CHU	
wgEncodeEM003182	ENCSR000CHT	
wgEncodeEM003183	ENCSR000CHV	
wgEncodeEM003184	ENCSR000CIF	
wgEncodeEM003185	ENCSR000CHW	
wgEncodeEM003186	ENCSR000CHX	
wgEncodeEM003187	ENCSR000CHY	
wgEncodeEM003188	ENCSR000CHZ	
wgEncodeEM003189	ENCSR000CIA	
wgEncodeEM003190	ENCSR000CID	
wgEncodeEM003191	ENCSR000CIE	
wgEncodeEM003192	ENCSR000CIB	
wgEncodeEM003193	ENCSR000CIC	
wgEncodeEM003194	ENCSR000DHE	
wgEncodeEM003195	ENCSR000DHD	
wgEncodeEM003196	ENCSR000DHC	
wgEncodeEM003197	ENCSR000DHB	
wgEncodeEM003198	ENCSR000DHA	
wgEncodeEM003199	ENCSR000DGZ	
wgEncodeEM003200	ENCSR000DGY	
wgEncodeEM003201	ENCSR000DGX	
wgEncodeEM003202	ENCSR000DGW	
wgEncodeEM003203	ENCSR000DGV	
wgEncodeEM003204	ENCSR000DGU	
wgEncodeEM003205	ENCSR000DGT	
wgEncodeEM003206	ENCSR000DGS	
wgEncodeEM003207	ENCSR000DGR	
wgEncodeEM003322	ENCSR000ADK	
wgEncodeEM003323	ENCSR000ADM	
wgEncodeEM003324	ENCSR000ADP	
wgEncodeEM003325	ENCSR000ADR	
wgEncodeEM003326	ENCSR000AEA	
wgEncodeEM003327	ENCSR000ADT	
wgEncodeEM003328	ENCSR000ADL	
wgEncodeEM003329	ENCSR000ADY	
wgEncodeEM003330	ENCSR000ADQ	
wgEncodeEM003331	ENCSR000ADW	
wgEncodeEM003332	ENCSR000ADX	
wgEncodeEM003333	ENCSR000AEB	
wgEncodeEM003334	ENCSR000EQV	
wgEncodeEM003335	ENCSR000EQU	
wgEncodeEM003336	ENCSR000EQT	
wgEncodeEM003337	ENCSR000EQS	
wgEncodeEM003338	ENCSR000ESN	
wgEncodeEM003339	ENCSR000ESM	
wgEncodeEM003340	ENCSR000ESL	
wgEncodeEM003341	ENCSR000ESK	
wgEncodeEM003342	ENCSR000ESJ	
wgEncodeEM003343	ENCSR000ESI	
wgEncodeEM003344	ENCSR000ESH	
wgEncodeEM003345	ENCSR000EQR	
wgEncodeEM003346	ENCSR000EQQ	
wgEncodeEM003347	ENCSR000EQP	
wgEncodeEM003348	ENCSR000EQO	
wgEncodeEM003349	ENCSR000ERX	
wgEncodeEM003350	ENCSR000ERW	
wgEncodeEM003351	ENCSR000ERV	
wgEncodeEM003352	ENCSR000ESG	
wgEncodeEM003353	ENCSR000ESF	
wgEncodeEM003354	ENCSR000ESE	
wgEncodeEM003355	ENCSR000ESD	
wgEncodeEM003394	ENCSR000CNY	
wgEncodeEM003395	ENCSR000COB	
wgEncodeEM003396	ENCSR000COG	
wgEncodeEM003397	ENCSR000CNH	
wgEncodeEM003398	ENCSR000CNU	
wgEncodeEM003399	ENCSR000CNX	
wgEncodeEM003400	ENCSR000CNV	
wgEncodeEM003401	ENCSR000CNJ	
wgEncodeEM003402	ENCSR000CNW	
wgEncodeEM003403	ENCSR000COA	
wgEncodeEM003404	ENCSR000COD	
wgEncodeEM003405	ENCSR000CNP	
wgEncodeEM003406	ENCSR000COI	
wgEncodeEM003407	ENCSR000COJ	
wgEncodeEM003408	ENCSR000CNQ	
wgEncodeEM003409	ENCSR000CNR	
wgEncodeEM003410	ENCSR000CMX	
wgEncodeEM003411	ENCSR000CMY	
wgEncodeEM003412	ENCSR000CMU	
wgEncodeEM003413	ENCSR000CMT	
wgEncodeEM003414	ENCSR000CMS	
wgEncodeEM003415	ENCSR000CMR	
wgEncodeEM003416	ENCSR000CMQ	
wgEncodeEM003417	ENCSR000CMW	
wgEncodeEM003418	ENCSR000CNK	
wgEncodeEM003419	ENCSR000CNL	
wgEncodeEH000121	MISSING	NOT IN MDB
wgEncodeEH000123	MISSING	NOT IN MDB
wgEncodeEH000139	MISSING	NOT IN MDB
wgEncodeEH000272	MISSING	NOT IN MDB
wgEncodeEH000316	MISSING	NOT IN MDB
wgEncodeEH000324	MISSING	NOT IN MDB
wgEncodeEH000326	MISSING	NOT IN MDB
wgEncodeEH000327	MISSING	NOT IN MDB
wgEncodeEH000328	MISSING	NOT IN MDB
wgEncodeEH000348	MISSING	NOT IN MDB
wgEncodeEH000349	MISSING	NOT IN MDB
wgEncodeEH000350	MISSING	NOT IN MDB
wgEncodeEH000351	MISSING	NOT IN MDB
wgEncodeEH000352	MISSING	NOT IN MDB
wgEncodeEH000353	MISSING	NOT IN MDB
wgEncodeEH000354	MISSING	NOT IN MDB
wgEncodeEH000578	MISSING	NOT IN MDB
wgEncodeEH000582	MISSING	NOT IN MDB
wgEncodeEH000590	MISSING	NOT IN MDB
wgEncodeEH000591	MISSING	NOT IN MDB
wgEncodeEH000628	ENCSR000EUW	NOT IN MDB
wgEncodeEH000644	MISSING	NOT IN MDB
wgEncodeEH000707	ENCSR000EAE	NOT IN MDB
wgEncodeEH000782	MISSING	NOT IN MDB
wgEncodeEH000783	MISSING	NOT IN MDB
wgEncodeEH001085	MISSING	NOT IN MDB
wgEncodeEH001086	MISSING	NOT IN MDB
wgEncodeEH001673	ENCSR000BNZ	NOT IN MDB
wgEncodeEH002006	ENCSR000BOE	NOT IN MDB
wgEncodeEH002007	ENCSR000BOF	NOT IN MDB
wgEncodeEH002008	ENCSR000BOG	NOT IN MDB
wgEncodeEH002009	ENCSR000BOH	NOT IN MDB
wgEncodeEH002010	ENCSR000BOI	NOT IN MDB
wgEncodeEH002011	ENCSR000BOJ	NOT IN MDB
wgEncodeEH002012	ENCSR000BOK	NOT IN MDB
wgEncodeEH002013	ENCSR000BOL	NOT IN MDB
wgEncodeEH002014	ENCSR000BOM	NOT IN MDB
wgEncodeEH002015	ENCSR000BON	NOT IN MDB
wgEncodeEH002016	ENCSR000BOO	NOT IN MDB
wgEncodeEH002017	ENCSR000BOP	NOT IN MDB
wgEncodeEH002018	ENCSR000BOQ	NOT IN MDB
wgEncodeEH002019	ENCSR000BOR	NOT IN MDB
wgEncodeEH002020	ENCSR000BOS	NOT IN MDB
wgEncodeEH002331	MISSING	NOT IN MDB
wgEncodeEH002611	MISSING	NOT IN MDB
wgEncodeEH003208	ENCSR000BRV	NOT IN MDB
wgEncodeEH003209	MISSING	NOT IN MDB
wgEncodeEH003211	MISSING	NOT IN MDB
wgEncodeEH003213	MISSING	NOT IN MDB
wgEncodeEH003301	ENCSR000BVF	NOT IN MDB
wgEncodeEH003303	MISSING	NOT IN MDB
wgEncodeEH003304	MISSING	NOT IN MDB
wgEncodeEH003305	MISSING	NOT IN MDB
wgEncodeEH003306	MISSING	NOT IN MDB
wgEncodeEH003311	MISSING	NOT IN MDB
wgEncodeEH003313	MISSING	NOT IN MDB
wgEncodeEH003316	MISSING	NOT IN MDB
wgEncodeEH003318	MISSING	NOT IN MDB
wgEncodeEH003319	MISSING	NOT IN MDB
wgEncodeEH003320	MISSING	NOT IN MDB
